file,profile,scenario,policy,sensor_mode,viewpoint_policy,belief_ttl,event_delay,seed,noise_profile,noise_rate,obstacle_color,mission_success,safe_success,unsafe_crossing,wrong_detour,observation_count,replan_count,stale_count,path_length,elapsed_seconds,avg_gpu_perception_ms,avg_visible_fraction
single-shot__high-occlusion__seed-01.json,high-occlusion,high-occlusion,single-shot,camera-rgbd,next-best,60,40,1,none,0.0,"[0.8809428942133012, 0.39257945298237285, 0.7875195980809236]",True,True,False,False,1,0,0,7.920001542195678,2.7583612222224474,741.2343139648438,0.5172413793103449
single-shot__high-occlusion__seed-02.json,high-occlusion,high-occlusion,single-shot,camera-rgbd,next-best,60,40,2,none,0.0,"[0.14919201082847602, 0.16588578907279433, 0.5337948222647048]",True,True,False,False,1,0,0,7.920001542195678,2.7681125048547983,734.4892578125,0.5172413793103449
single-shot__high-occlusion__seed-03.json,high-occlusion,high-occlusion,single-shot,camera-rgbd,next-best,60,40,3,none,0.0,"[0.8586107082787581, 0.7080113051701622, 0.5428224907878393]",True,True,False,False,1,0,0,7.920001542195678,2.7775870859622955,738.6195678710938,0.5172413793103449
single-shot__high-occlusion__seed-04.json,high-occlusion,high-occlusion,single-shot,camera-rgbd,next-best,60,40,4,none,0.0,"[0.24542886507451556, 0.33036398149535035, 0.7496255497389722]",True,True,False,False,1,0,0,7.920001542195678,2.833970932289958,740.4243774414062,0.5172413793103449
single-shot__high-occlusion__seed-05.json,high-occlusion,high-occlusion,single-shot,camera-rgbd,next-best,60,40,5,none,0.0,"[0.8323630451440069, 0.4550279765284868, 0.8833145453161386]",True,True,False,False,1,0,0,7.920001542195678,2.7833301816135645,738.8564453125,0.5172413793103449
single-shot__shifted-occluder__seed-00.json,shifted-occluder,shifted-occluder,single-shot,camera-rgbd,next-best,60,40,0,random,0.15,"[0.21783072626743466, 0.6245763312832413, 0.33158394253702084]",True,True,False,False,1,0,0,5.343999555334449,2.1336480248719454,280.7245178222656,0.5783598110777157
single-shot__shifted-occluder__seed-01.json,shifted-occluder,shifted-occluder,single-shot,camera-rgbd,next-best,60,40,1,random,0.15,"[0.8809428942133012, 0.39257945298237285, 0.7875195980809236]",True,False,True,False,1,0,0,4.8800026420503855,2.5351690128445625,733.5147094726562,0.6019755955839629
single-shot__shifted-occluder__seed-02.json,shifted-occluder,shifted-occluder,single-shot,camera-rgbd,next-best,60,40,2,random,0.15,"[0.14919201082847602, 0.16588578907279433, 0.5337948222647048]",True,True,False,False,1,0,0,5.343999555334449,2.116257419809699,278.4954528808594,0.5783598110777157
single-shot__shifted-occluder__seed-03.json,shifted-occluder,shifted-occluder,single-shot,camera-rgbd,next-best,60,40,3,random,0.15,"[0.8586107082787581, 0.7080113051701622, 0.5428224907878393]",True,True,False,False,1,0,0,6.911996182054281,2.6548140924423933,724.8361206054688,0.6019755955839629
single-shot__shifted-occluder__seed-04.json,shifted-occluder,shifted-occluder,single-shot,camera-rgbd,next-best,60,40,4,random,0.15,"[0.24542886507451556, 0.33036398149535035, 0.7496255497389722]",True,True,False,False,1,0,0,5.343999555334449,2.092761667445302,280.6328125,0.5783598110777157
single-shot__shifted-occluder__seed-05.json,shifted-occluder,shifted-occluder,single-shot,camera-rgbd,next-best,60,40,5,random,0.15,"[0.8323630451440069, 0.4550279765284868, 0.8833145453161386]",True,True,False,False,1,0,0,6.911996182054281,2.730890491977334,757.8057250976562,0.6019755955839629
single-shot__static-blocked__seed-00.json,static-blocked,blocked,single-shot,camera-rgbd,next-best,60,40,0,random,0.15,"[0.21783072626743466, 0.6245763312832413, 0.33158394253702084]",True,True,False,False,1,0,0,7.920001542195678,2.7656050845980644,728.0858154296875,0.5172413793103449
single-shot__static-blocked__seed-01.json,static-blocked,blocked,single-shot,camera-rgbd,next-best,60,40,1,random,0.15,"[0.8809428942133012, 0.39257945298237285, 0.7875195980809236]",True,False,True,False,1,0,0,5.743997061625123,2.6210452876985073,727.6888427734375,0.5172413793103449
single-shot__static-blocked__seed-02.json,static-blocked,blocked,single-shot,camera-rgbd,next-best,60,40,2,random,0.15,"[0.14919201082847602, 0.16588578907279433, 0.5337948222647048]",True,True,False,False,1,0,0,7.920001542195678,2.7761858869343996,741.0459594726562,0.5172413793103449
single-shot__static-blocked__seed-03.json,static-blocked,blocked,single-shot,camera-rgbd,next-best,60,40,3,random,0.15,"[0.8586107082787581, 0.7080113051701622, 0.5428224907878393]",True,True,False,False,1,0,0,7.920001542195678,2.7595780212432146,726.5827026367188,0.5172413793103449
single-shot__static-blocked__seed-04.json,static-blocked,blocked,single-shot,camera-rgbd,next-best,60,40,4,random,0.15,"[0.24542886507451556, 0.33036398149535035, 0.7496255497389722]",True,True,False,False,1,0,0,7.920001542195678,2.7589688301086426,722.0242919921875,0.5172413793103449
single-shot__static-blocked__seed-05.json,static-blocked,blocked,single-shot,camera-rgbd,next-best,60,40,5,random,0.15,"[0.8323630451440069, 0.4550279765284868, 0.8833145453161386]",True,True,False,False,1,0,0,7.920001542195678,2.7982471007853746,747.2871704101562,0.5172413793103449
single-shot__static-clear__seed-00.json,static-clear,clear,single-shot,camera-rgbd,next-best,60,40,0,random,0.15,"[0.21783072626743466, 0.6245763312832413, 0.33158394253702084]",True,True,False,False,1,0,0,5.743997061625123,2.1363229621201754,278.2398376464844,1.0
single-shot__static-clear__seed-01.json,static-clear,clear,single-shot,camera-rgbd,next-best,60,40,1,random,0.15,"[0.8809428942133012, 0.39257945298237285, 0.7875195980809236]",True,True,False,True,1,0,0,7.920001542195678,2.283236540853977,294.803466796875,1.0
single-shot__static-clear__seed-02.json,static-clear,clear,single-shot,camera-rgbd,next-best,60,40,2,random,0.15,"[0.14919201082847602, 0.16588578907279433, 0.5337948222647048]",True,True,False,False,1,0,0,5.743997061625123,2.1501398123800755,279.03778076171875,1.0
single-shot__static-clear__seed-03.json,static-clear,clear,single-shot,camera-rgbd,next-best,60,40,3,random,0.15,"[0.8586107082787581, 0.7080113051701622, 0.5428224907878393]",True,True,False,False,1,0,0,5.743997061625123,2.1381232514977455,275.5036926269531,1.0
single-shot__static-clear__seed-04.json,static-clear,clear,single-shot,camera-rgbd,next-best,60,40,4,random,0.15,"[0.24542886507451556, 0.33036398149535035, 0.7496255497389722]",True,True,False,False,1,0,0,5.743997061625123,2.1706622261554003,281.1628112792969,1.0
single-shot__static-clear__seed-05.json,static-clear,clear,single-shot,camera-rgbd,next-best,60,40,5,random,0.15,"[0.8323630451440069, 0.4550279765284868, 0.8833145453161386]",True,True,False,False,1,0,0,5.743997061625123,2.165065912529826,283.92279052734375,1.0
