run_id,source_file,record_index,schema_version,policy,profile,seed,status,failure_type,failure_message,unsafe_crossing,safe_success,wrong_detour,contract_repair_attempted,contract_repair_success,plan_invalidation_expected,plan_invalidation_correct,echo_present,echo_rejection_success,p_clear,true_label,prediction_set,observation_count,replan_count,path_length,record_sha256
lineage-only__shared-occlusion__seed-50010,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__shared-occlusion__seed-50010.json,1,look-twice.episode/v4,lineage-only,shared-occlusion,50010,completed,,,False,False,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,3.5409492152511084,c01a949a1fc6d3b472c7878eb824a5dca32cf7fa22121b919715e04656236869
lineage-only__shared-occlusion__seed-50011,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__shared-occlusion__seed-50011.json,1,look-twice.episode/v4,lineage-only,shared-occlusion,50011,completed,,,False,False,False,False,,False,,False,,0.5,blocked,"[""clear"",""blocked""]",1,0,2.772292467326258,5da0a1418156a4ed79a19e38af0447d11662df8e80055a7c8c4bd7b02e0409a8
lineage-only__shared-occlusion__seed-50012,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__shared-occlusion__seed-50012.json,1,look-twice.episode/v4,lineage-only,shared-occlusion,50012,completed,,,False,False,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,3.398032272442745,4c02eb356357feabdc7f738f1b988284c5ec46b8dda0d50ffb86dd312f182b37
lineage-only__shared-occlusion__seed-50013,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__shared-occlusion__seed-50013.json,1,look-twice.episode/v4,lineage-only,shared-occlusion,50013,completed,,,False,True,False,False,,False,,False,,0.5,blocked,"[""clear"",""blocked""]",1,0,5.590243427331527,1913fc792ec80d429f9407d72f0ba9734e64f27f8c801cc3a2d009bfffd8d5f0
lineage-only__shared-occlusion__seed-50014,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__shared-occlusion__seed-50014.json,1,look-twice.episode/v4,lineage-only,shared-occlusion,50014,completed,,,False,False,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,3.9479148915317253,79996176bdc7edf0c4c2574f5a89848072f3be7797c62021ab167e7a4f406751
lineage-only__shared-occlusion__seed-50015,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__shared-occlusion__seed-50015.json,1,look-twice.episode/v4,lineage-only,shared-occlusion,50015,completed,,,False,False,False,False,,False,,False,,0.5,blocked,"[""clear"",""blocked""]",1,0,2.7174646583380966,56d80baa40251bc90a7589234273f24eee34febed2fb429db2b3e0c472a8fcef
lineage-only__shared-occlusion__seed-50016,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__shared-occlusion__seed-50016.json,1,look-twice.episode/v4,lineage-only,shared-occlusion,50016,completed,,,False,True,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,36a17e2251820da1ce70111d1bc84d73892505137fa0422fc8c89ffdd5838c76
lineage-only__shared-occlusion__seed-50017,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__shared-occlusion__seed-50017.json,1,look-twice.episode/v4,lineage-only,shared-occlusion,50017,completed,,,False,False,False,False,,False,,False,,0.5,blocked,"[""clear"",""blocked""]",1,0,2.827183320971675,cf5f9f1e5f23efd1d5317bcfda01c5b2b5c69ab316c1debfb86c412aa9c20876
lineage-only__shared-occlusion__seed-50018,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__shared-occlusion__seed-50018.json,1,look-twice.episode/v4,lineage-only,shared-occlusion,50018,completed,,,False,True,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,7.381041027300136,4e3d3ae3a889b2865471d493bce21f956c23b3b3eae590bb8dbdd1262ab8470f
lineage-only__shared-occlusion__seed-50019,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__shared-occlusion__seed-50019.json,1,look-twice.episode/v4,lineage-only,shared-occlusion,50019,completed,,,False,False,False,False,,False,,False,,0.5,blocked,"[""clear"",""blocked""]",1,0,2.7284236586172326,9f33dc8732e55ae698f2a545797f65e3f24a3f23338d0fc116a7612d001015f8
lineage-only__structured-depth-dropout__seed-50000,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50000.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50000,completed,,,False,True,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,c4a1c8aa739016b6c9d9e0cc4e4785ec7d18963338f66eb91b8be7493a501cad
lineage-only__structured-depth-dropout__seed-50001,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50001.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50001,completed,,,False,False,False,False,,False,,False,,0.19177083333333345,blocked,"[""clear"",""blocked""]",1,0,3.9809146046091985,787c17ab699a63c8d729572b0ed8d2b7fd2bde19875c5cf28d86639053e41455
lineage-only__structured-depth-dropout__seed-50002,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50002.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50002,completed,,,False,True,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,645066cb412abd7a848ebb36d3759f28e6621aa97a1ce20100772e6fcb97bcb7
lineage-only__structured-depth-dropout__seed-50003,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50003.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50003,completed,,,False,False,False,False,,False,,False,,0.19819010416666671,blocked,"[""clear"",""blocked""]",1,0,4.024914325360174,55e2c74cfbbfbd89fe9cfac8521fc588a4dc1ba18f413da11612eb8e36d87ce5
lineage-only__structured-depth-dropout__seed-50004,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50004.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50004,completed,,,False,False,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,3.420012150048763,11a9f1336065ab96a316706f187f83153b15b5c1e200ab3aa5846e2251fc3f29
lineage-only__structured-depth-dropout__seed-50005,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50005.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50005,completed,,,False,False,False,False,,False,,False,,0.15180989583333337,blocked,"[""blocked""]",1,0,3.9809146046091985,876ee11c25a174164891c31c4b80f7ee470626c9f3e406c2afba4a477241e0ab
lineage-only__structured-depth-dropout__seed-50006,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50006.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50006,completed,,,False,True,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,c1a3713af49f1765863d7b7af4177469572282b01eb05f4d9b405337a30588e0
lineage-only__structured-depth-dropout__seed-50007,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50007.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50007,completed,,,False,True,False,False,,False,,False,,0.20744791666666662,blocked,"[""clear"",""blocked""]",1,0,5.590243427331527,7033b738636d896ae3698030921c778e44bb03b70432d3b67cf1a36c1c06555a
lineage-only__structured-depth-dropout__seed-50008,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50008.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50008,completed,,,False,False,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,3.6839244219065046,2aa22dbaf99e02b00b9d13f7cd9c7a278b83fea47938b16c2795436d9fdf755e
lineage-only__structured-depth-dropout__seed-50009,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50009.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50009,completed,,,False,True,False,False,,False,,False,,0.1991015625,blocked,"[""clear"",""blocked""]",1,0,5.590243427331527,1914239baf3087c63f0513b706ea5a57c1b6f9ac19f9192578f701db3944797b
lineage-only__structured-depth-dropout__seed-50010,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50010.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50010,completed,,,False,False,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,3.5409492152511084,ee8792bd30ee1867c8520e928968cad35d18987c41764c0915314c1038d26656
lineage-only__structured-depth-dropout__seed-50011,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50011.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50011,completed,,,False,False,False,False,,False,,False,,0.17941406250000003,blocked,"[""blocked""]",1,0,2.772292467326258,e856b54ee20212c49c1439bd6d83a7274b7d3f002a8de3b4771bd3f2640d0e21
lineage-only__structured-depth-dropout__seed-50012,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50012.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50012,completed,,,False,False,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,3.398032272442745,70af5296a8a517f0e312839b9163ccf693fa488b74547f9f2f30080ecf6cde79
lineage-only__structured-depth-dropout__seed-50013,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50013.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50013,completed,,,False,True,False,False,,False,,False,,0.20964843749999995,blocked,"[""clear"",""blocked""]",1,0,5.590243427331527,d2d892a59e8c78c951882a8422f86a5951cec86202b72a7c6c67e28a666b5447
lineage-only__structured-depth-dropout__seed-50014,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50014.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50014,completed,,,False,False,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,3.9479148915317253,ca291bb16b68ae66902dd2c173e7a695b92e2eeb0364ea4977b1b47726dbfa54
lineage-only__structured-depth-dropout__seed-50015,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50015.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50015,completed,,,False,False,False,False,,False,,False,,0.16240885416666673,blocked,"[""blocked""]",1,0,2.7174646583380966,fd95fce4c6ac6cf3480134a9b92139f7e187de119254c83220e61771f6b6cb78
lineage-only__structured-depth-dropout__seed-50016,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50016.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50016,completed,,,False,True,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,15b95b64c5eb241d343f274698c367ef2e9cef59e0db08eecc31bb88c400eb9a
lineage-only__structured-depth-dropout__seed-50017,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50017.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50017,completed,,,False,False,False,False,,False,,False,,0.1823307291666666,blocked,"[""clear"",""blocked""]",1,0,2.827183320971675,7e71ad99cd1d2a13ec597c8df8932cb26daa550a430d884b1e3234153fe22da4
lineage-only__structured-depth-dropout__seed-50018,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50018.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50018,completed,,,False,True,True,False,,False,,False,,0.5,clear,"[""clear"",""blocked""]",1,0,7.381041027300136,822b20326a687ab1a3e3a9217793db3c2f28dc8883f6492cb1c058d4565a2b67
lineage-only__structured-depth-dropout__seed-50019,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__structured-depth-dropout__seed-50019.json,1,look-twice.episode/v4,lineage-only,structured-depth-dropout,50019,completed,,,False,False,False,False,,False,,False,,0.17466145833333335,blocked,"[""blocked""]",1,0,2.7284236586172326,a884b9c8620b85df893b9b163d4984740b3c32c210211237177436e952e8d92c
lineage-only__time-skew__seed-50000,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50000.json,1,look-twice.episode/v4,lineage-only,time-skew,50000,completed,,,False,True,True,False,,False,,False,,0.2894544332294232,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,bcd015ecf54052c2536a5a2a626f4d9fef42a7a5fcb7fa6d60bf404daae8068d
lineage-only__time-skew__seed-50001,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50001.json,1,look-twice.episode/v4,lineage-only,time-skew,50001,completed,,,False,False,False,False,,False,,False,,0.24535703690350674,blocked,"[""clear"",""blocked""]",1,0,3.9809146046091985,0fb9610fcfe15ddd922fd0192e22f222d8198c04b4bd73066b3458a4745f587a
lineage-only__time-skew__seed-50002,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50002.json,1,look-twice.episode/v4,lineage-only,time-skew,50002,completed,,,False,True,True,False,,False,,False,,0.29236781654061716,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,1ce8f4d599be873210f79381fa65ba62af260902506309c40a43e2ac296e44ce
lineage-only__time-skew__seed-50003,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50003.json,1,look-twice.episode/v4,lineage-only,time-skew,50003,completed,,,False,False,False,False,,False,,False,,0.22393249560351414,blocked,"[""clear"",""blocked""]",1,0,4.024914325360174,e5cb64dcf724b6b3ccf90e6cb4a68c5eb033d8f6dda26a85bc8308dd34113f90
lineage-only__time-skew__seed-50004,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50004.json,1,look-twice.episode/v4,lineage-only,time-skew,50004,completed,,,False,False,True,False,,False,,False,,0.30260118058732166,clear,"[""clear"",""blocked""]",1,0,3.420012150048763,792e89560133cf6249a77c9e6ffc2cc41cdde8a39cd604c3154837f95673b123
lineage-only__time-skew__seed-50005,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50005.json,1,look-twice.episode/v4,lineage-only,time-skew,50005,completed,,,False,False,False,False,,False,,False,,0.16636113867072644,blocked,"[""blocked""]",1,0,3.9809146046091985,ccae251b7f9c81fb33f1756bc01a3b817d7e81f4e5dd2f8985c9671a79ced45d
lineage-only__time-skew__seed-50006,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50006.json,1,look-twice.episode/v4,lineage-only,time-skew,50006,completed,,,False,True,True,False,,False,,False,,0.2749055369672203,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,3fcf85b8d52f50e928a9ffe5ba02dcd1badd6a1b51b938d979fe427da22b2146
lineage-only__time-skew__seed-50007,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50007.json,1,look-twice.episode/v4,lineage-only,time-skew,50007,completed,,,False,True,False,False,,False,,False,,0.23283947952082584,blocked,"[""clear"",""blocked""]",1,0,5.590243427331527,c0866520f39b632113de3148a223fca5caa740d13be97f64ec2d4d6fca93a192
lineage-only__time-skew__seed-50008,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50008.json,1,look-twice.episode/v4,lineage-only,time-skew,50008,completed,,,False,False,True,False,,False,,False,,0.30930123853943525,clear,"[""clear"",""blocked""]",1,0,3.6839244219065046,3eec934d2adae9dc41f71122e42be19c85b540b66be44c3951621ef6195be78f
lineage-only__time-skew__seed-50009,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50009.json,1,look-twice.episode/v4,lineage-only,time-skew,50009,completed,,,False,True,False,False,,False,,False,,0.19815975617401982,blocked,"[""clear"",""blocked""]",1,0,5.590243427331527,1e9213145e43398411c3a8edeee60816ca8d0e1ed27f43da7d0f6b867029db42
lineage-only__time-skew__seed-50010,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50010.json,1,look-twice.episode/v4,lineage-only,time-skew,50010,completed,,,False,False,True,False,,False,,False,,0.3074575718671392,clear,"[""clear"",""blocked""]",1,0,3.5409492152511084,6c698c1e7c85ef78590aea01038526764b703bdd6e4f6423d95d612efc71787f
lineage-only__time-skew__seed-50011,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50011.json,1,look-twice.episode/v4,lineage-only,time-skew,50011,completed,,,False,False,False,False,,False,,False,,0.20893662532782709,blocked,"[""clear"",""blocked""]",1,0,2.772292467326258,5ae9962a33f45664957d8ccdaad4b1d536a3d38a5b485bd46d8a8130880b16c2
lineage-only__time-skew__seed-50012,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50012.json,1,look-twice.episode/v4,lineage-only,time-skew,50012,completed,,,False,False,True,False,,False,,False,,0.30595520140102817,clear,"[""clear"",""blocked""]",1,0,3.398032272442745,61a795304617117f83fb5a2d7f3d544e0ea6f394482655a228694d1e2b92c35b
lineage-only__time-skew__seed-50013,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50013.json,1,look-twice.episode/v4,lineage-only,time-skew,50013,completed,,,False,True,False,False,,False,,False,,0.18362051769909538,blocked,"[""clear"",""blocked""]",1,0,5.590243427331527,cbe58aad3a9783f5e27278487ab0fbab33ee6ae5a3ce59312ae533244adbcf1b
lineage-only__time-skew__seed-50014,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50014.json,1,look-twice.episode/v4,lineage-only,time-skew,50014,completed,,,False,False,True,False,,False,,False,,0.3033162345703385,clear,"[""clear"",""blocked""]",1,0,3.9479148915317253,df000cf82df1e8f4fe42ac1c8d2d3a531c1651ed12367d059b0620967619a68d
lineage-only__time-skew__seed-50015,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50015.json,1,look-twice.episode/v4,lineage-only,time-skew,50015,completed,,,False,False,False,False,,False,,False,,0.19501745832801598,blocked,"[""clear"",""blocked""]",1,0,2.7174646583380966,696a15fd75165bee125d910e258cd02be60244382a7fa9dbb7350a6af08a977b
lineage-only__time-skew__seed-50016,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50016.json,1,look-twice.episode/v4,lineage-only,time-skew,50016,completed,,,False,True,True,False,,False,,False,,0.2830868823794219,clear,"[""clear"",""blocked""]",1,0,5.590243427331527,c061bf3b17106eff314f2a1ffc8d47d815a4e925fefd270a781092c214c31e46
lineage-only__time-skew__seed-50017,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50017.json,1,look-twice.episode/v4,lineage-only,time-skew,50017,completed,,,False,False,False,False,,False,,False,,0.2215211509139159,blocked,"[""clear"",""blocked""]",1,0,2.827183320971675,12eb5b37f44c22405e76aa5faf5c55ace4b5c9c47c2af68067d25a19e77bfde8
lineage-only__time-skew__seed-50018,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50018.json,1,look-twice.episode/v4,lineage-only,time-skew,50018,completed,,,False,True,True,False,,False,,False,,0.1283432877276599,clear,"[""blocked""]",1,0,7.381041027300136,216b4c1b22932af39c6e4e1e0d358e46c55696cd9f2a3505cf6f0d35e2469166
lineage-only__time-skew__seed-50019,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/lineage-only__time-skew__seed-50019.json,1,look-twice.episode/v4,lineage-only,time-skew,50019,completed,,,False,False,False,False,,False,,False,,0.21273571139615677,blocked,"[""clear"",""blocked""]",1,0,2.7284236586172326,f656ca0e8494b832bfaf1c6252ed55b56c0bb998ddbb1ff7992fd6ad70d3b07f
naive-majority__dynamic-change__seed-50000,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50000.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50000,completed,,,False,True,False,False,,False,,False,,,blocked,"[""blocked""]",1,0,5.590243427331527,8e73078d6c8529c749ee9bcae97c82e0a067511adca449e0719a6b96067c7670
naive-majority__dynamic-change__seed-50001,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50001.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50001,completed,,,False,False,True,False,,False,,False,,,clear,"[""blocked""]",1,0,3.9809146046091985,6216a015ca02b038b97689abd9ee739e662bf71a6fd9920f23c6a7d3774a2d6d
naive-majority__dynamic-change__seed-50002,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50002.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50002,completed,,,False,True,False,False,,False,,False,,,blocked,"[""blocked""]",1,0,5.590243427331527,5216d2f5b538c86f82b6fb86e2f25a28edcd3a3836b8a73d928a5b208290ac11
naive-majority__dynamic-change__seed-50003,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50003.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50003,completed,,,False,False,True,False,,False,,False,,,clear,"[""blocked""]",1,0,4.024914325360174,0778851facbfee8a4df80e870baa49e54d9caf1f23b2f7dfee63ea31b92f75da
naive-majority__dynamic-change__seed-50004,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50004.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50004,completed,,,False,False,False,False,,False,,False,,,blocked,"[""blocked""]",1,0,3.420012150048763,0b7c3a59255ecf3b2ecfb066858266cdeffd3465838ec45a83a9c500942cc45b
naive-majority__dynamic-change__seed-50005,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50005.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50005,completed,,,False,False,True,False,,False,,False,,,clear,"[""blocked""]",1,0,3.9809146046091985,2e5b4f9166781d2bfe34672ef2822f5aa2ab8d04d68e58c08a169569e3849843
naive-majority__dynamic-change__seed-50006,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50006.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50006,completed,,,False,True,False,False,,False,,False,,,blocked,"[""blocked""]",1,0,5.590243427331527,8d9aeefc6bc42c9d92b22e3e6535a2607e9893fa6b7f1f04eba9732bc7f32b1a
naive-majority__dynamic-change__seed-50007,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50007.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50007,completed,,,False,True,True,False,,False,,False,,,clear,"[""blocked""]",1,0,5.590243427331527,df8a4aad22aa5be1b5cb6f11e27c4b84b2c2b0bdde4de20af70334179e02fa19
naive-majority__dynamic-change__seed-50008,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50008.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50008,completed,,,False,False,False,False,,False,,False,,,blocked,"[""blocked""]",1,0,3.6839244219065046,75050121530bc3b4cb57e3a94ce151c9a58b5b435f9af84120d5a6c810d58abd
naive-majority__dynamic-change__seed-50009,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50009.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50009,completed,,,False,True,True,False,,False,,False,,,clear,"[""blocked""]",1,0,5.590243427331527,9038d374925f0f5f2dc3fc09efbd2dfded49895ad283e304e04ec0cbe6893ef4
naive-majority__dynamic-change__seed-50010,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50010.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50010,completed,,,False,False,False,False,,False,,False,,,blocked,"[""blocked""]",1,0,3.5409492152511084,9d86e0e30393e509e28779909bd50098cc1ba6cfa9b60a67255d33b3fa65e40d
naive-majority__dynamic-change__seed-50011,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50011.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50011,completed,,,False,False,True,False,,False,,False,,,clear,"[""blocked""]",1,0,2.772292467326258,5ce2a87cc44125450f2dd0b9bc7cc94cd7be6e19fcef1dca2a69bb65a3810b29
naive-majority__dynamic-change__seed-50012,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50012.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50012,completed,,,False,False,False,False,,False,,False,,,blocked,"[""blocked""]",1,0,3.398032272442745,353f3b040252839f84d4d5d675b2bcf802e3f7167c4946c6d845593f4af962ce
naive-majority__dynamic-change__seed-50013,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50013.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50013,completed,,,False,True,True,False,,False,,False,,,clear,"[""blocked""]",1,0,5.590243427331527,902776cbd625e4e3ec9ab3f0cce17081ab3eeb84a43edc8c7513baa7017a0e33
naive-majority__dynamic-change__seed-50014,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50014.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50014,completed,,,False,False,False,False,,False,,False,,,blocked,"[""blocked""]",1,0,3.9479148915317253,31c41a226e1aa2467cf23d15802ad2534ac316adb1b72396422f42aff82397de
naive-majority__dynamic-change__seed-50015,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50015.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50015,completed,,,False,False,True,False,,False,,False,,,clear,"[""blocked""]",1,0,2.7174646583380966,7720836852cdbe0dd2fbdd5525b2415d670b24c420aa8850e7cb8256e8767fab
naive-majority__dynamic-change__seed-50016,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50016.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50016,completed,,,False,True,False,False,,False,,False,,,blocked,"[""blocked""]",1,0,5.590243427331527,5d623c7529bf0d200fcce876329846a9c7e7054ad83c671784add27bb0edb82f
naive-majority__dynamic-change__seed-50017,/Users/liulin/Documents/look-twice/results/v4-gpu/formal-genesis/raw/naive-majority__dynamic-change__seed-50017.json,1,look-twice.episode/v4,naive-majority,dynamic-change,50017,completed,,,False,False,True,False,,False,,False,,,clear,"[""blocked""]",1,0,2.827183320971675,f1f08a5a8097be773fa0af5072fedcf0a81aee2675fb86f2a0336b8353e76190
